"ktax.id"	"tax.id"	"kegg.code"	"scientific.name"	"common.name"	"entrez.gnodes"	"kegg.geneid"	"ncbi.geneid"	"ncbi.proteinid"	"uniprot"
"T04006"	"200450"	"ptv"	"Pseudomonas trivialis"	""	"0"	"AA957_18370"	NA	"AKS08005"	"A0A0H5AEE8"
"T04842"	"47879"	"pcg"	"Pseudomonas corrugata"	""	"0"	"AXG94_18185"	NA	"AOE63607"	NA
"T00362"	"384676"	"pen"	"Pseudomonas entomophila"	""	"0"	"PSEEN1017"	NA	"CAK13920"	"Q1IEI5"
"T00511"	"379731"	"psa"	"Pseudomonas stutzeri A1501"	""	"0"	"PST_3007"	NA	"ABP80648"	"A4VNU7"
"T01571"	"96563"	"psz"	"Pseudomonas stutzeri ATCC 17588"	""	"0"	"PSTAB_2730"	NA	"AEJ06011"	"A0A0H3YWZ4"
"T01976"	"996285"	"psr"	"Pseudomonas stutzeri DSM 4166"	""	"0"	"PSTAA_0265"	NA	"AEA82186"	"F2MXQ8"
"T02168"	"1196835"	"psc"	"Pseudomonas stutzeri CCUG 29243"	""	"0"	"A458_04155"	NA	"AFM32083"	"I4CPS6"
"T02182"	"1123519"	"psj"	"Pseudomonas stutzeri DSM 10701"	""	"0"	"PSJM300_18000"	NA	"AFN79653"	NA
"T02391"	"644801"	"psh"	"Pseudomonas stutzeri RCH2"	""	"0"	"Psest_1258"	NA	"AGA85821"	"L0GII3"
"T03366"	"316"	"pstu"	"Pseudomonas stutzeri 19SMN4"	""	"0"	"UIB01_14210"	NA	"AHY43564"	"A0A023WUW5"
"T03390"	"316"	"pstt"	"Pseudomonas stutzeri 28a24"	""	"0"	"CH92_02145"	NA	"AHL73961"	"W8RPJ5"
"T03573"	"1123016"	"pbm"	"Pseudomonas balearica"	""	"0"	"CL52_15495"	NA	"AJE16369"	"A0A1G9QY40"
"T01472"	"994484"	"pba"	"Pseudomonas brassicacearum subsp. brassicacearum NFM421"	""	"0"	"PSEBR_a5455"	NA	"AEA71969"	"F2K6P2"
"T03174"	"930166"	"pbc"	"Pseudomonas brassicacearum DF41"	""	"0"	"CD58_27240"	NA	"AHL36334"	"W8PQF7"
"T02357"	"1207075"	"ppuu"	"Pseudomonas sp. UW4"	""	"0"	"PputUW4_04859"	NA	"AFY22049"	"K9NQN0"
"T02524"	"1294143"	"pdr"	"Pseudomonas sp. ATCC 13867"	""	"0"	"H681_02740"	NA	"AGI22430"	"M4XAS7"
"T02897"	"69328"	"psv"	"Pseudomonas sp. VLB120"	""	"0"	"PVLB_11560"	NA	"AGZ35102"	"U5VE37"
"T02969"	"1415630"	"psk"	"Pseudomonas sp. TKP"	""	"0"	"U771_23865"	NA	"AHC37264"	"V9R2D2"
"T03081"	"1301098"	"pkc"	"Pseudomonas knackmussii"	""	"0"	"PKB_1045"	NA	"CDF82410"	"A0A024HBG9"
"T03201"	"587753"	"pch"	"Pseudomonas chlororaphis PA23"	""	"0"	"EY04_21575"	NA	"AIC21405"	"A0A0E1E8D5"
"T03768"	"587753"	"pcz"	"Pseudomonas chlororaphis PCL1606"	""	"0"	"PCL1606_08240"	NA	"AKA22279"	"A0A0D5XUB4"
"T03338"	"86192"	"pcp"	"Pseudomonas chlororaphis subsp. aurantiaca"	""	"0"	"JM49_09595"	NA	"AIS11928"	"A0A1E1G103"
"T04285"	"296"	"pfz"	"Pseudomonas fragi"	""	"0"	"AV641_19520"	NA	"AMB81109"	"A0A0X8EZJ2"
"T03238"	"237609"	"palk"	"Pseudomonas alkylphenolica"	""	"0"	"PSAKL28_40820"	NA	"AIL63229"	"A0A077FGQ9"
"T03339"	"216142"	"prh"	"Pseudomonas rhizosphaerae"	""	"0"	"LT40_20230"	NA	"AIS19590"	"A0A089Z1G4"
"T03354"	"157783"	"psw"	"Pseudomonas cremoricolorata"	""	"0"	"LK03_09930"	NA	"AIR89584"	"A0A089WQY8"
"T03520"	"157782"	"ppv"	"Pseudomonas parafulva"	""	"0"	"NJ69_02685"	NA	"AIZ32000"	"A0A0A7JKK4"
"T03623"	"1028989"	"pses"	"Pseudomonas sp. StFLB209"	""	"0"	"PSCI_0395"	NA	"BAP41097"	"A0A077LB00"
"T03702"	"1611770"	"psem"	"Pseudomonas sp. MRSN12121"	""	"0"	"TO66_30320"	NA	"AJO81361"	"A0A0C5EDL2"
"T03967"	"1649877"	"psec"	"Pseudomonas sp. CCOS 191"	""	"0"	"CCOS191_1308"	NA	"CRI55844"	"A0A0F7XYF2"
"T04081"	"122355"	"ppsy"	"Pseudomonas psychrophila"	""	"0"	"AOC04_10635"	NA	"ALE88622"	"A0A0M4QG71"
"T04177"	"1500686"	"psos"	"Pseudomonas sp. Os17"	""	"0"	"POS17_1923"	NA	"BAQ73617"	"A0A0D6BEQ5"
"T04647"	"198620"	"pkr"	"Pseudomonas koreensis"	""	"0"	"AYO71_26495"	NA	"AMT90933"	"A0A142NFZ4"
"T04786"	"104087"	"pfk"	"Pseudomonas frederiksbergensis"	""	"0"	"PFAS1_10715"	NA	"APV39792"	"A0A1P8EUL8"
"T04830"	"219572"	"panr"	"Pseudomonas antarctica"	""	"0"	"A7J50_0904"	NA	"ANF84345"	NA
"T00885"	"322710"	"avn"	"Azotobacter vinelandii DJ"	""	"0"	"Avin_09890"	NA	"ACO77221"	"C1DNK5"
"T02633"	"1283330"	"avl"	"Azotobacter vinelandii CA"	""	"0"	"AvCA_01200"	NA	"AGK13195"	NA
"T02634"	"1283331"	"avd"	"Azotobacter vinelandii CA6"	""	"0"	"AvCA6_46210"	NA	"AGK22110"	"M9YMM7"
"T03640"	"1328314"	"acx"	"Azotobacter chroococcum"	""	"0"	"Achr_34360"	NA	"AJE22841"	"A0A0C4WQ69"
"T04152"	"1697053"	"pbb"	"Oblitimonas alkaliphila"	""	"0"	"AKN87_08460"	NA	"AKX45119"	"A0A0K1XFJ0"
"T00256"	"259536"	"par"	"Psychrobacter arcticus"	""	"0"	"Psyc_1723"	NA	"AAZ19571"	"Q4FQY7"
"T00350"	"335284"	"pcr"	"Psychrobacter cryohalolentis"	""	"0"	"Pcryo_1065"	NA	"ABE74846"	"Q1QBV7"
"T00541"	"349106"	"prw"	"Psychrobacter sp. PRwf-1"	""	"0"	"PsycPRwf_0052"	NA	"ABQ93012"	"A5WBH1"
"T02715"	"571800"	"pso"	"Psychrobacter sp. G"	""	"0"	"PSYCG_04900"	NA	"AGP48508"	"T1EBC6"
"T04087"	"45610"	"pur"	"Psychrobacter urativorans"	""	"0"	"AOC03_01885"	NA	"ALF58951"	"A0A0M4U5H1"
"T04320"	"261164"	"pali"	"Psychrobacter alimentarius"	""	"0"	"A3K91_1386"	NA	"AMT96990"	"A0A144P911"
"T04386"	"1699622"	"pspg"	"Psychrobacter sp. P2G3"	""	"0"	"AK823_11980"	NA	"AMN50499"	NA
"T04411"	"1699624"	"psyg"	"Psychrobacter sp. P11G5"	""	"0"	"AK825_10220"	NA	"AMN68031"	"A0A127H0T3"
"T04748"	"1028416"	"psyc"	"Psychrobacter sp. DAB_AL43B"	""	"0"	"DABAL43B_0655"	NA	"SLJ83858"	"A0A1U6GK35"
"T00486"	"400667"	"acb"	"Acinetobacter baumannii ATCC 17978"	""	"0"	"A1S_1001"	NA	"ABO11433"	"A3MA02"
"T00660"	"509170"	"abm"	"Acinetobacter baumannii SDF"	""	"0"	"ABSDF0002"	NA	"CAO99423"	"B0VMK1"
"T00667"	"509173"	"aby"	"Acinetobacter baumannii AYE"	""	"0"	"ABAYE1039"	NA	"CAM85972"	"A0A0R4J811"
"T00710"	"405416"	"abc"	"Acinetobacter baumannii ACICU"	""	"0"	"ACICU_00015"	NA	"ACC55327"	"B2I3E1"
"T00793"	"480119"	"abn"	"Acinetobacter baumannii AB0057"	""	"0"	"AB57_0042"	NA	"ACJ39474"	"B7IA14"
"T00795"	"557600"	"abb"	"Acinetobacter baumannii AB307-0294"	""	"0"	"ABBFA_003247"	NA	"ACJ57677"	"B7H073"
"T01819"	"696749"	"abx"	"Acinetobacter baumannii 1656-2"	""	"0"	"ABK1_0300"	NA	"ADX01934"	NA
"T01820"	"497978"	"abz"	"Acinetobacter baumannii MDR-ZJ06"	""	"0"	"ABZJ_03011"	NA	"AEP07471"	"G2JM76"
"T02045"	"889738"	"abr"	"Acinetobacter baumannii MDR-TJ"	""	"0"	"ABTJ_00436"	NA	"AFI94096"	NA
"T01908"	"980514"	"abd"	"Acinetobacter baumannii TCDC-AB0715"	""	"0"	"ABTW07_0734"	NA	"ADX91170"	NA
"T02261"	"1100841"	"abh"	"Acinetobacter baumannii TYTH-1"	""	"0"	"M3Q_1862"	NA	"AFU37954"	NA
"T02491"	"945556"	"abad"	"Acinetobacter baumannii D1279779"	""	"0"	"ABD1_21060"	NA	"AGH35991"	NA
"T02726"	"1096995"	"abj"	"Acinetobacter baumannii BJAB07104"	""	"0"	"BJAB07104_00837"	NA	"AGQ13206"	NA
"T02727"	"1096996"	"abab"	"Acinetobacter baumannii BJAB0715"	""	"0"	"BJAB0715_02767"	NA	"AGQ07413"	NA
"T02728"	"1096997"	"abaj"	"Acinetobacter baumannii BJAB0868"	""	"0"	"BJAB0868_02599"	NA	"AGQ11148"	NA
"T02954"	"1400867"	"abaz"	"Acinetobacter baumannii ZW85-1"	""	"0"	"P795_4790"	NA	"AHB90683"	NA
"T03374"	"470"	"abk"	"Acinetobacter baumannii AbH12O-A2"	""	"0"	"LX00_00185"	NA	"AIS04833"	"A0A0M3FQG1"
"T03375"	"470"	"abau"	"Acinetobacter baumannii AB030"	""	"0"	"IX87_00440"	NA	"AIL77150"	"A0A0E1FID3"
"T03376"	"470"	"abaa"	"Acinetobacter baumannii AB031"	""	"0"	"IX88_13485"	NA	"AIL76178"	"A0A0G4QS99"
"T03377"	"470"	"abw"	"Acinetobacter baumannii AC29"	""	"0"	"BL01_05955"	NA	"AIA51358"	"V5VFB2"
"T03519"	"1455315"	"abal"	"Acinetobacter baumannii LAC-4"	""	"0"	"ABLAC_10980"	NA	"AIY36453"	NA
"T01684"	"871585"	"acc"	"Acinetobacter pittii"	""	"0"	"BDGL_000856"	"11639036"	"YP_004995124"	"F0KLM6"
"T04196"	"106654"	"ano"	"Acinetobacter nosocomialis"	""	"0"	"RR32_00645"	NA	"AJB46706"	"A0A0A7XEL5"
"T01263"	"436717"	"acd"	"Acinetobacter oleivorans"	""	"0"	"AOLE_11310"	NA	"ADI91151"	"D8JLB1"
"T00185"	"62977"	"aci"	"Acinetobacter sp. ADP1"	""	"0"	"ACIAD3503"	NA	"CAG70149"	"Q6F716"
"T04075"	"1646498"	"att"	"Acinetobacter sp. TTH0-4"	""	"0"	"AMQ28_03095"	NA	"ALD01431"	"A0A0M4GVA9"
"T04103"	"1324350"	"aei"	"Acinetobacter equi"	""	"0"	"AOY20_13590"	NA	"ALH96492"	"A0A0N9W3R3"
"T04178"	"1242245"	"ajo"	"Acinetobacter johnsonii"	""	"0"	"RZ95_02250"	NA	"ALV71845"	"A0A0U3RS47"
"T04353"	"1809055"	"acw"	"Acinetobacter sp. DUT-2"	""	"0"	"A0J50_18330"	NA	"AMO42492"	"A0A127KKF5"
"T04425"	"1407071"	"acv"	"Acinetobacter sp. TGL-Y2"	""	"0"	"AMD27_01585"	NA	"AMW77714"	"A0A145WQ47"
"T04618"	"29430"	"ahl"	"Acinetobacter haemolyticus"	""	"0"	"AHTJS_06265"	NA	"APR70015"	"A0A1L6KLQ8"
"T04674"	"40215"	"ajn"	"Acinetobacter junii"	""	"0"	"BVL33_01725"	NA	"APU47337"	NA
"T04684"	"487316"	"asol"	"Acinetobacter soli"	""	"0"	"BEN76_06570"	NA	"APV35697"	"A0A1P8EHM3"
"T04708"	"1789224"	"ala"	"Acinetobacter larvae"	""	"0"	"BFG52_04385"	NA	"AOA57669"	"A0A1B2LXQ3"
"T04787"	"108981"	"asj"	"Acinetobacter schindleri"	""	"0"	"AsACE_CH00502"	NA	"APX61945"	"A0A1P8PHF9"
"T01224"	"1236608"	"mct"	"Moraxella catarrhalis BBH18"	""	"0"	"MCR_0491"	NA	"ADG60763"	"D5VAR0"
"T03217"	"480"	"mcs"	"Moraxella catarrhalis 25240"	""	"0"	"DR90_1588"	NA	"AIK00113"	NA
"T03381"	"480"	"mcat"	"Moraxella catarrhalis 25239"	""	"0"	"MC25239_00374"	NA	"AIT42815"	NA
"T04329"	"29433"	"moi"	"Moraxella ovis"	""	"0"	"MOVS_06310"	NA	"ANB91658"	"A0A160GF78"
"T04294"	"34062"	"mos"	"Moraxella osloensis"	""	"0"	"AXE82_01600"	NA	"AME00621"	"A0A0X8K4Z0"
"T04324"	"386891"	"mbl"	"Moraxella bovoculi"	""	"0"	"AAX09_09355"	NA	"AKG19533"	"A0A0U2BPC8"
"T00099"	"211586"	"son"	"Shewanella oneidensis"	""	"0"	"SO_3423"	"1171098"	"NP_718976"	"Q8EBS6"
"T00344"	"318161"	"sdn"	"Shewanella denitrificans"	""	"0"	"Sden_1027"	NA	"ABE54315"	"Q12QG1"
"T00395"	"318167"	"sfr"	"Shewanella frigidimarina"	""	"0"	"Sfri_0917"	NA	"ABI70770"	"Q086P5"
"T00445"	"326297"	"saz"	"Shewanella amazonensis"	""	"0"	"Sama_0238"	NA	"ABL98449"	"A1S243"
"T00478"	"325240"	"sbl"	"Shewanella baltica OS155"	""	"0"	"Sbal_3575"	NA	"ABN63051"	"A3D8I8"
"T00571"	"402882"	"sbm"	"Shewanella baltica OS185"	""	"0"	"Shew185_2344"	NA	"ABS08482"	"A6WUH7"
"T00622"	"399599"	"sbn"	"Shewanella baltica OS195"	""	"0"	"Sbal195_2407"	NA	"ABX49575"	"A9L2Y6"
"T00803"	"407976"	"sbp"	"Shewanella baltica OS223"	""	"0"	"Sbal223_3875"	NA	"ACK48350"	"B8E669"
"T01725"	"693973"	"sbt"	"Shewanella baltica OS678"	""	"0"	"Sbal678_0990"	NA	"ADT93169"	NA
"T02013"	"693970"	"sbs"	"Shewanella baltica OS117"	""	"0"	"Sbal117_3120"	NA	"AEH14807"	NA
"T02014"	"693974"	"sbb"	"Shewanella baltica BA175"	""	"0"	"Sbal175_2518"	NA	"AEG11769"	"G0AQ87"
"T00489"	"323850"	"slo"	"Shewanella loihica"	""	"0"	"Shew_3078"	NA	"ABO24944"	"A3QHJ6"
"T00513"	"319224"	"spc"	"Shewanella putrefaciens CN-32"	""	"0"	"Sputcn32_2213"	NA	"ABP75934"	"A4Y7K1"
"T02015"	"399804"	"shp"	"Shewanella putrefaciens 200"	""	"0"	"Sput200_0402"	NA	"ADV52889"	"E6XGC3"
"T00596"	"425104"	"sse"	"Shewanella sediminis"	""	"0"	"Ssed_3482"	NA	"ABV38086"	"A8FZ13"
"T00606"	"398579"	"spl"	"Shewanella pealeana"	""	"0"	"Spea_0374"	NA	"ABV85702"	"A8GZG5"
"T00388"	"60480"	"she"	"Shewanella sp. MR-4"	""	"0"	"Shewmr4_1031"	NA	"ABI38111"	"Q0HLF6"
"T00389"	"60481"	"shm"	"Shewanella sp. MR-7"	""	"0"	"Shewmr7_2452"	NA	"ABI43437"	"Q0HTW8"
"T00428"	"94122"	"shn"	"Shewanella sp. ANA-3"	""	"0"	"Shewana3_0866"	NA	"ABK47104"	"A0KTI5"
"T00453"	"351745"	"shw"	"Shewanella sp. W3-18-1"	""	"0"	"Sputw3181_3770"	NA	"ABM26575"	"A1RIQ3"
"T00654"	"458817"	"shl"	"Shewanella halifaxensis"	""	"0"	"Shal_2563"	NA	"ABZ77119"	"B0TKA0"
"T00676"	"392500"	"swd"	"Shewanella woodyi"	""	"0"	"Swoo_1793"	NA	"ACA86077"	"B1KNK0"
"T00791"	"225849"	"swp"	"Shewanella piezotolerans"	""	"0"	"swp_1463"	NA	"ACJ28249"	"B8CKS3"
"T01206"	"637905"	"svo"	"Shewanella violacea"	""	"0"	"SVI_4190"	NA	"BAJ04161"	"D4ZEA0"
"T00218"	"283942"	"ilo"	"Idiomarina loihiensis L2TR"	""	"0"	"IL0174"	NA	"AAV81017"	"Q5QWJ4"
"T02681"	"1321370"	"ili"	"Idiomarina loihiensis GSL 199"	""	"0"	"K734_01805"	NA	"AGM35228"	NA
"T00258"	"167879"	"cps"	"Colwellia psychrerythraea"	""	"0"	"CPS_2303"	NA	"AAZ25121"	"Q482J4"
"T04159"	"58049"	"com"	"Colwellia sp. MT41"	""	"0"	"CMT41_14025"	NA	"ALO35708"	"A0A0S2JIA4"
"T04511"	"1816218"	"coz"	"Colwellia sp. PAMC 20917"	""	"0"	"A3Q34_03430"	NA	"AOW75989"	"A0A1D8RSB1"
"T04816"	"1816219"	"colw"	"Colwellia sp. PAMC 21821"	""	"0"	"A3Q33_13285"	NA	"ARD46661"	NA
"T00282"	"326442"	"pha"	"Pseudoalteromonas haloplanktis"	""	"0"	"PSHAa0589"	NA	"CAI85676"	"Q3ILF6"
"T00372"	"342610"	"pat"	"Pseudoalteromonas atlantica"	""	"0"	"Patl_0431"	NA	"ABG38961"	"Q15YS7"
"T01374"	"234831"	"psm"	"Pseudoalteromonas sp. SM9913"	""	"0"	"PSM_A0107"	NA	"ADT67066"	"E6RHU1"
"T03513"	"1348114"	"pseo"	"Pseudoalteromonas sp. OCN003"	""	"0"	"OM33_08830"	NA	"AIY65249"	"A0A0A7EF42"
"T04164"	"152297"	"pia"	"Pseudoalteromonas issachenkonii"	""	"0"	"PI2015_2310"	NA	"ALQ55587"	"A0A0S3AWT0"
"T04165"	"161398"	"pphe"	"Pseudoalteromonas phenolica"	""	"0"	"PP2015_2"	NA	"ALO40532"	"A0A0S2JXG1"
"T04175"	"283699"	"pbw"	"Pseudoalteromonas sp. Bsw20308"	""	"0"	"D172_017925"	NA	"ALQ09970"	NA
"T04179"	"43658"	"prr"	"Pseudoalteromonas rubra"	""	"0"	"AT705_07100"	NA	"ALU42744"	"A0A0U3HP50"
"T04220"	"1315283"	"ptn"	"Pseudoalteromonas translucida"	""	"0"	"PTRA_a0238"	NA	"ALS31617"	"A0A0U2WVI7"
"T04577"	"43657"	"plz"	"Pseudoalteromonas luteoviolacea"	""	"0"	"S4054249_12270"	NA	"AOT08578"	"A0A0C1QNT0"
"T04815"	"247523"	"paln"	"Pseudoalteromonas aliena"	""	"0"	"B0W48_13315"	NA	"AQQ00702"	"A0A1Q2GZZ9"
"T00454"	"351348"	"maq"	"Marinobacter hydrocarbonoclasticus VT8"	""	"0"	"Maqu_2814"	NA	"ABM19889"	"A1U4H0"
"T02083"	"1163748"	"mhc"	"Marinobacter hydrocarbonoclasticus ATCC 49840"	""	"0"	"MARHY0990"	NA	"CCG94470"	"H8W7M2"
"T01922"	"225937"	"mad"	"Marinobacter adhaerens"	""	"0"	"HP15_3228"	NA	"ADP98992"	"E4PQC7"
"T02323"	"490759"	"mbs"	"Marinobacter sp. BSs20148"	""	"0"	"MRBBS_2640"	NA	"AFP31576"	"M1F932"
"T03593"	"1420917"	"msr"	"Marinobacter salarius"	""	"0"	"AU15_01380"	NA	"AHI30516"	"W5YN30"
"T03594"	"1420916"	"msx"	"Marinobacter similis"	""	"0"	"AU14_15385"	NA	"AHI29461"	"W5YK51"
"T03980"	"330734"	"mpq"	"Marinobacter psychrophilus"	""	"0"	"ABA45_04445"	NA	"AKO51762"	"A0A0H4I9N5"
"T04052"	"1671721"	"mari"	"Marinobacter sp. CP1"	""	"0"	"ACP86_12590"	NA	"AKV96933"	"A0A0K1UAY4"
"T04470"	"1749259"	"mlq"	"Marinobacter sp. LQ44"	""	"0"	"ASQ50_03505"	NA	"AMQ87819"	"A0A142FMW0"
"T04766"	"1874317"	"msq"	"Marinobacter salinus"	""	"0"	"BKP64_07965"	NA	"AOY88110"	"A0A1D9GL62"
"T00747"	"314275"	"amc"	"Alteromonas mediterranea DE"	""	"0"	"MADE_1010880"	NA	"AEA98314"	"B4RZX7"
"T02719"	"1300253"	"amh"	"Alteromonas mediterranea 615"	""	"0"	"I633_08150"	NA	"AGP77704"	"S5AEC5"
"T02340"	"1004786"	"amaa"	"Alteromonas mediterranea DE1"	""	"0"	"amad1_03190"	NA	"AFV84166"	NA
"T02720"	"1300255"	"amal"	"Alteromonas mediterranea U4"	""	"0"	"I607_02580"	NA	"AGP84326"	NA
"T02721"	"1300256"	"amae"	"Alteromonas mediterranea U7"	""	"0"	"I876_02765"	NA	"AGP88440"	NA
"T02722"	"1300257"	"amao"	"Alteromonas mediterranea U8"	""	"0"	"I634_14085"	NA	"AGP94512"	NA
"T02723"	"1300259"	"amad"	"Alteromonas mediterranea UM4b"	""	"0"	"I636_18540"	NA	"AGQ03530"	NA
"T02724"	"1300258"	"amai"	"Alteromonas mediterranea UM7"	""	"0"	"I635_13680"	NA	"AGP98251"	"S5C498"
"T02958"	"1300254"	"amag"	"Alteromonas mediterranea MED64"	""	"0"	"I533_16340"	NA	"AGP83219"	NA
"T02246"	"529120"	"amac"	"Alteromonas macleodii ATCC 27126"	""	"0"	"MASE_07940"	NA	"AFS37119"	NA
"T02253"	"1004787"	"amb"	"Alteromonas macleodii Balearic Sea AD45"	""	"0"	"AMBAS45_02910"	NA	"AFT94062"	"K0E734"
"T02254"	"1004788"	"amg"	"Alteromonas macleodii English Channel 673"	""	"0"	"AMEC673_07195"	NA	"AFT74133"	"A0A0E0YCX1"
"T02260"	"1004785"	"amk"	"Alteromonas macleodii Black Sea 11"	""	"0"	"AMBLS11_13490"	NA	"AFT79269"	"K0D0D9"
"T01513"	"715451"	"alt"	"Alteromonas naphthalenivorans"	""	"0"	"ambt_14735"	NA	"AEF04457"	"F5ZEI7"
"T03220"	"589873"	"aal"	"Alteromonas australica H 17"	""	"0"	"EP13_18505"	NA	"AIG00508"	"A0A075PAY8"
"T03858"	"589873"	"aaus"	"Alteromonas australica DE170"	""	"0"	"EP12_12960"	NA	"AJP44421"	"A0A075P355"
"T04153"	"1160720"	"asp"	"Alteromonas stellipolaris LMG 21856"	""	"0"	"AOR13_1046"	NA	"ALM90090"	"A0A0S1YI68"
"T04545"	"233316"	"asq"	"Alteromonas stellipolaris LMG 21861"	""	"0"	"AVL57_08645"	NA	"AMJ74038"	NA
"T04403"	"287094"	"aaw"	"Alteromonas addita"	""	"0"	"AVL56_02345"	NA	"AMJ93256"	NA
"T01483"	"983545"	"gag"	"Glaciecola sp. 4H-3-7+YE-5"	""	"0"	"Glaag_1940"	NA	"AEE22885"	"F4ANU5"
"T01632"	"1085623"	"gni"	"Glaciecola nitratireducens"	""	"0"	"GNIT_0211"	NA	"AEP28365"	"G4QF21"
"T02535"	"1129794"	"gps"	"Paraglaciecola psychrophila"	""	"0"	"C427_3797"	NA	"AGH45905"	"K6YXN6"
"T04189"	"1526571"	"lal"	"Lacimicrobium alkaliphilum"	""	"0"	"AT746_09300"	NA	"ALS98433"	"A0A0U3AIA1"
"T00450"	"357804"	"pin"	"Psychromonas ingrahamii"	""	"0"	"Ping_2361"	NA	"ABM04098"	"A1SX83"
"T02515"	"314282"	"psy"	"Psychromonas sp. CNPT3"	""	"0"	"PCNPT3_03980"	NA	"AGH80738"	"M4U2W8"
"T01318"	"550540"	"fbl"	"Ferrimonas balearica"	""	"0"	"Fbal_2752"	NA	"ADN76954"	"E1SRN3"
"T03770"	"80854"	"mvs"	"Moritella viscosa"	""	"0"	"MVIS_3275"	NA	"CED61183"	"A0A090KBE1"
"T00721"	"498211"	"cja"	"Cellvibrio japonicus"	""	"0"	"CJA_1145"	NA	"ACE84321"	"B3PBT1"
"T04725"	"1945512"	"ceb"	"Cellvibrio sp. PSBB023"	""	"0"	"B0D95_13275"	NA	"AQT60946"	NA
"T00335"	"203122"	"sde"	"Saccharophagus degradans"	""	"0"	"Sde_2238"	NA	"ABD81498"	"Q21II1"
"T00952"	"377629"	"ttu"	"Teredinibacter turnerae"	""	"0"	"TERTU_0729"	NA	"ACR14800"	"C5BPC5"
"T02281"	"1117647"	"saga"	"Simiduia agarivorans"	""	"0"	"M5M_04080"	NA	"AFU98023"	"K4KJ51"
"T03945"	"1620392"	"spoi"	"Spongiibacter sp. IMCC21906"	""	"0"	"IMCC21906_01875"	NA	"AKH69549"	"A0A0F7M5U1"
"T04315"	"1470434"	"zal"	"Zhongshania aliphaticivorans"	""	"0"	"AZF00_06485"	NA	"AMO67972"	"A0A127M429"
"T04832"	"716816"	"osg"	"Oceanicoccus sagamiensis"	""	"0"	"BST96_13285"	NA	"ARN75001"	NA
"T04393"	"252514"	"mthd"	"Microbulbifer thermotolerans"	""	"0"	"A3224_02570"	NA	"AMX01609"	"A0A143HIR8"
"T04560"	"1769779"	"micc"	"Microbulbifer sp. CCB-MM1"	""	"0"	"AUP74_00970"	NA	"AOS96435"	"A0A1C9W5K3"
"T04709"	"260552"	"maga"	"Microbulbifer agarilyticus"	""	"0"	"Mag101_04025"	NA	"AQQ66896"	"A0A1Q2M2K3"
"T04687"	"930805"	"hja"	"Halioglobus japonicus"	""	"0"	"BST95_16095"	NA	"AQA19528"	NA
"T00124"	"227377"	"cbu"	"Coxiella burnetii RSA 493"	""	"0"	"CBU_1258"	"1209163"	"NP_820252"	"Q83C71"
"T00632"	"360115"	"cbs"	"Coxiella burnetii RSA 331"	""	"0"	"COXBURSA331_A1126"	NA	"ABX77530"	"A9NCS8"
"T00583"	"434922"	"cbd"	"Coxiella burnetii Dugway 5J108-111"	""	"0"	"CBUD_1780"	NA	"ABS77639"	"A9KGR7"
"T00787"	"434923"	"cbg"	"Coxiella burnetii CbuG_Q212"	""	"0"	"CbuG_0003"	NA	"ACJ17462"	"B6J083"
"T00788"	"434924"	"cbc"	"Coxiella burnetii CbuK_Q154"	""	"0"	"CbuK_1080"	NA	"ACJ20279"	"B6J5T7"
"T03533"	"325775"	"cea"	"Coxiella endosymbiont of Amblyomma americanum"	""	"0"	"Z664_01590"	NA	"AJC50417"	"A0A0A8E9Y1"
"T03998"	"1592897"	"cey"	"Coxiella-like endosymbiont"	""	"0"	"CleRT_08780"	NA	"AKQ33640"	"A0A0H4UY29"
"T00199"	"272624"	"lpn"	"Legionella pneumophila subsp. pneumophila Philadelphia 1"	""	"0"	"lpg0136"	"19831703"	"YP_094190"	"Q5ZZ75"
"T02174"	"91891"	"lph"	"Legionella pneumophila subsp. pneumophila HL06041035"	""	"0"	"LPV_1110"	NA	"CCD08295"	NA
"T02175"	"91891"	"lpo"	"Legionella pneumophila subsp. pneumophila Lorraine"	""	"0"	"LPO_1715"	NA	"CCD05741"	NA
"T02511"	"1312904"	"lpu"	"Legionella pneumophila subsp. pneumophila LPE509"	""	"0"	"LPE509_01884"	NA	"AGH53975"	NA
"T02689"	"1199191"	"lpm"	"Legionella pneumophila subsp. pneumophila Thunder Bay"	""	"0"	"LP6_1392"	NA	"AGN14302"	NA
"T00208"	"297245"	"lpf"	"Legionella pneumophila Lens"	""	"0"	"lpl0676"	NA	"CAH14910"	"Q5WYR0"
"T00209"	"297246"	"lpp"	"Legionella pneumophila Paris"	""	"0"	"lpp1647"	NA	"CAH12799"	"Q5X4M9"
"T00532"	"400673"	"lpc"	"Legionella pneumophila Corby"	""	"0"	"LPC_0460"	NA	"ABQ54449"	"A5IHS1"
"T01232"	"423212"	"lpa"	"Legionella pneumophila 2300/99 Alcoy"	""	"0"	"lpa_00566"	NA	"ADG23650"	NA
"T01726"	"933093"	"lpe"	"Legionella pneumophila subsp. pneumophila ATCC 43290"	""	"0"	"lp12_1611"	NA	"AEW51874"	"G8UV59"
"T01183"	"661367"	"llo"	"Legionella longbeachae"	""	"0"	"LLO_1216"	NA	"CBJ11574"	"D3HRP5"
"T03771"	"1212491"	"lfa"	"Legionella fallonii"	""	"0"	"LFA_2206"	NA	"CEG57585"	"A0A098G7T7"
